data,data_ref,eixo_sentido,rota_principal,antecedencia,pax_atual,pax_referencia,diff_pax,grupos_atual,grupos_referencia,cash_atual,cash_referencia,gmv_atual,gmv_referencia,ticket_medio_atual,ticket_medio_referencia,lf_atual,lf_referencia,yield_atual,yield_referencia
2026-06-06,2026-04-04,RIO-BHZ,BHZ-RIO,25,24,28,-4,4,4,4743.6,3767.2,4743.6,3893.2,197.64999999999998,134.54285714285714,0.115,0.132,0.444,0.3
2026-06-06,2026-04-04,BHZ-RIO,BHZ-RIO,25,9,8,1,4,3,1096.01,458.4,1107.1,627.2,121.77888888888889,57.3,0.042,0.052,0.277,0.129
2026-06-06,2026-04-04,BHZ-RIO,BHZ-RIO,24,11,8,3,4,3,1229.81,458.4,1240.9,627.2,111.80090909090909,57.3,0.052,0.052,0.254,0.129
2026-06-06,2026-04-04,RIO-BHZ,BHZ-RIO,24,29,29,0,4,4,5455.1,3890.1,5455.1,4016.1,188.10689655172416,134.14137931034483,0.139,0.137,0.421,0.299
2026-06-06,2026-04-04,RIO-BHZ,BHZ-RIO,23,29,30,-1,4,4,5455.1,4084.0,5455.1,4210.0,188.10689655172416,136.13333333333333,0.139,0.142,0.421,0.303
2026-06-06,2026-04-04,BHZ-RIO,BHZ-RIO,23,11,8,3,4,3,1229.81,479.4,1240.9,648.2,111.80090909090909,59.925000000000004,0.052,0.052,0.254,0.135
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,44,17,1,16,3,1,2015.3,156.9,2015.3,156.9,118.54705882352941,156.9,0.127,0.017,0.199,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,44,5,3,2,3,2,418.5,308.7,418.5,308.7,83.7,102.89999999999999,0.038,0.036,0.141,0.171
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,43,5,3,2,3,2,418.5,308.7,418.5,308.7,83.7,102.89999999999999,0.038,0.036,0.141,0.171
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,43,17,1,16,3,1,2015.3,156.9,2015.3,156.9,118.54705882352941,156.9,0.127,0.017,0.199,0.256
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,42,17,1,16,3,1,2015.3,156.9,2015.3,156.9,118.54705882352941,156.9,0.127,0.017,0.199,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,42,5,3,2,3,2,418.5,308.7,418.5,308.7,83.7,102.89999999999999,0.038,0.036,0.141,0.171
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,41,7,5,2,3,2,810.3,454.5,810.3,454.5,115.75714285714285,90.9,0.054,0.06,0.194,0.151
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,41,18,1,17,3,1,2161.2,156.9,2161.2,156.9,120.06666666666666,156.9,0.134,0.017,0.201,0.256
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,40,19,1,18,3,1,2312.1,156.9,2312.1,156.9,121.68947368421054,156.9,0.142,0.017,0.205,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,40,7,5,2,3,2,810.3,454.5,810.3,454.5,115.75714285714285,90.9,0.054,0.06,0.194,0.151
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,39,19,1,18,3,1,2312.1,156.9,2312.1,156.9,121.68947368421054,156.9,0.142,0.017,0.205,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,39,7,4,3,3,2,810.3,381.6,810.3,381.6,115.75714285714285,95.4,0.054,0.048,0.194,0.158
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,38,7,5,2,3,2,810.3,562.5,810.3,562.5,115.75714285714285,112.5,0.054,0.06,0.194,0.187
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,38,19,1,18,3,1,2312.1,156.9,2312.1,156.9,121.68947368421054,156.9,0.142,0.017,0.205,0.256
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,37,19,1,18,3,1,2312.1,156.9,2312.1,156.9,121.68947368421054,156.9,0.142,0.017,0.205,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,37,7,5,2,3,2,810.3,562.5,810.3,562.5,115.75714285714285,112.5,0.054,0.06,0.194,0.187
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,36,20,1,19,3,1,2387.0,156.9,2387.0,156.9,119.35,156.9,0.146,0.017,0.204,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,36,7,5,2,3,2,810.3,562.5,810.3,562.5,115.75714285714285,112.5,0.054,0.06,0.194,0.187
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,35,23,1,22,3,1,2653.7,156.9,2653.7,156.9,115.37826086956522,156.9,0.169,0.017,0.196,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,35,8,5,3,3,2,893.01,562.5,902.2,562.5,111.62625,112.5,0.061,0.06,0.187,0.187
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,34,23,1,22,3,1,2653.7,156.9,2653.7,156.9,115.37826086956522,156.9,0.169,0.017,0.196,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,34,8,5,3,3,2,893.01,562.5,902.2,562.5,111.62625,112.5,0.061,0.06,0.187,0.187
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,33,23,1,22,3,1,2650.7,156.9,2650.7,156.9,115.24782608695654,156.9,0.169,0.017,0.196,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,33,10,5,5,3,2,1208.81,562.5,1218.0,562.5,120.881,112.5,0.077,0.06,0.202,0.187
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,32,13,5,8,3,2,1535.51,562.5,1544.7,562.5,118.11615384615386,112.5,0.1,0.06,0.197,0.187
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,32,24,1,23,3,1,2725.6,156.9,2725.6,156.9,113.56666666666668,156.9,0.174,0.017,0.196,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,31,15,6,9,3,2,1867.31,635.4,1876.5,635.4,124.48733333333332,105.90000000000002,0.116,0.072,0.208,0.176
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,31,25,1,24,3,1,2881.5,156.9,2881.5,156.9,115.26,156.9,0.182,0.017,0.198,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,30,15,7,8,3,2,1867.31,708.3,1876.5,708.3,124.48733333333332,101.18571428571428,0.116,0.084,0.208,0.168
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,30,26,1,25,3,1,3133.4,156.9,3133.4,156.9,120.51538461538462,156.9,0.19,0.017,0.207,0.256
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,29,16,7,9,3,2,2044.21,708.3,2053.4,708.3,127.763125,101.18571428571428,0.123,0.084,0.213,0.168
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,29,27,2,25,3,1,3216.3,235.8,3216.3,235.8,119.12222222222223,117.9,0.194,0.032,0.207,0.198
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,28,18,10,8,3,2,2548.01,1228.0,2557.2,1228.0,141.55611111111114,122.8,0.139,0.12,0.236,0.204
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,28,28,2,26,3,1,3150.2,235.8,3150.2,235.8,112.50714285714285,117.9,0.202,0.032,0.195,0.198
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,27,18,8,10,3,2,2548.01,850.2,2557.2,850.2,141.55611111111114,106.275,0.139,0.096,0.236,0.176
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,27,31,3,28,3,1,3428.9,409.7,3428.9,409.7,110.60967741935484,136.5666666666667,0.225,0.049,0.191,0.227
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,26,32,4,28,3,1,3658.8,583.6,3658.8,583.6,114.3375,145.9,0.233,0.066,0.197,0.241
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,26,21,9,12,3,2,3006.71,1000.1,3015.9,1000.1,143.17666666666668,111.1222222222222,0.162,0.108,0.238,0.184
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,25,33,5,28,3,1,3888.7,557.5,3888.7,557.5,117.83939393939394,111.5,0.24,0.082,0.203,0.184
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,25,22,12,10,3,2,3255.61,1401.8,3264.8,1401.8,147.98227272727271,116.81666666666668,0.17,0.145,0.246,0.194
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,24,28,15,13,3,2,4013.07,1746.3,4027.2,1753.5,143.32392857142855,116.42,0.216,0.179,0.239,0.195
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,24,39,7,32,3,1,4556.1,851.3,4556.1,851.3,116.82307692307693,121.61428571428571,0.286,0.116,0.199,0.2
2026-06-06,2026-04-04,SAO-BHZ,BHZ-SAO,23,39,9,30,3,1,4556.1,1097.11,4556.1,1105.1,116.82307692307693,121.90111111111112,0.286,0.149,0.199,0.2
2026-06-06,2026-04-04,BHZ-SAO,BHZ-SAO,23,28,19,9,3,2,4013.07,2194.9,4027.2,2202.1,143.32392857142855,115.52105263157895,0.216,0.228,0.239,0.193
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,40,0,0,0,1,1,0.0,0.0,0.0,0.0,,,0.0,0.0,,
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,39,0,0,0,1,1,0.0,0.0,0.0,0.0,,,0.0,0.0,,
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,38,0,2,-2,1,1,0.0,241.8,0.0,241.8,,120.9,0.0,0.045,,0.175
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,37,0,2,-2,1,1,0.0,241.8,0.0,241.8,,120.9,0.0,0.045,,0.175
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,36,0,2,-2,1,1,0.0,241.8,0.0,241.8,,120.9,0.0,0.045,,0.175
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,35,0,2,-2,1,1,0.0,241.8,0.0,241.8,,120.9,0.0,0.045,,0.175
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,34,0,2,-2,1,1,0.0,241.8,0.0,241.8,,120.9,0.0,0.045,,0.175
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,33,0,3,-3,1,1,0.0,362.7,0.0,362.7,,120.89999999999999,0.0,0.066,,0.179
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,32,0,3,-3,1,1,0.0,362.7,0.0,362.7,,120.89999999999999,0.0,0.066,,0.179
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,31,0,3,-3,1,1,0.0,362.7,0.0,362.7,,120.89999999999999,0.0,0.066,,0.179
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,30,0,5,-5,1,1,0.0,604.5,0.0,604.5,,120.9,0.0,0.111,,0.177
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,29,0,7,-7,1,1,0.0,840.3,0.0,840.3,,120.04285714285713,0.0,0.152,,0.179
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,28,0,8,-8,1,1,0.0,1016.2,0.0,1016.2,,127.025,0.0,0.172,,0.192
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,27,0,8,-8,1,1,0.0,1016.2,0.0,1016.2,,127.025,0.0,0.172,,0.192
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,26,0,12,-12,1,1,0.0,1719.8,0.0,1719.8,,143.31666666666666,0.0,0.25,,0.223
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,25,0,13,-13,1,1,0.0,1845.7,0.0,1845.7,,141.97692307692307,0.0,0.273,,0.22
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,24,0,13,-13,1,1,0.0,1845.7,0.0,1845.7,,141.97692307692307,0.0,0.273,,0.22
2026-06-06,2026-04-04,SJK-BHZ,BHZ-SJK,23,0,13,-13,1,1,0.0,1845.7,0.0,1845.7,,141.97692307692307,0.0,0.273,,0.22
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,44,1,1,0,1,1,250.66,95.9,294.9,95.9,250.66,95.9,0.019,0.025,0.521,0.161
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,43,2,1,1,1,1,381.56,95.9,536.8,95.9,190.78,95.9,0.042,0.025,0.356,0.161
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,42,2,1,1,1,1,381.56,95.9,536.8,95.9,190.78,95.9,0.042,0.025,0.356,0.161
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,41,1,1,0,1,1,250.66,95.9,294.9,95.9,250.66,95.9,0.019,0.025,0.521,0.161
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,40,1,1,0,1,1,250.66,95.9,294.9,95.9,250.66,95.9,0.019,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,40,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,39,1,1,0,1,1,250.66,95.9,294.9,95.9,250.66,95.9,0.019,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,39,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,38,1,1,0,1,1,250.66,95.9,294.9,95.9,250.66,95.9,0.019,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,38,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,37,1,1,0,1,1,250.66,95.9,294.9,95.9,250.66,95.9,0.019,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,37,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,36,1,1,0,1,1,250.66,95.9,294.9,95.9,250.66,95.9,0.019,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,36,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,35,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,35,2,1,1,1,1,558.56,95.9,602.8,95.9,279.28,95.9,0.042,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,34,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,34,2,1,1,1,1,558.56,95.9,602.8,95.9,279.28,95.9,0.042,0.025,0.521,0.161
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,33,2,1,1,1,1,558.56,95.9,602.8,95.9,279.28,95.9,0.042,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,33,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,32,2,1,1,1,1,558.56,95.9,602.8,95.9,279.28,95.9,0.042,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,32,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,31,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,31,2,1,1,1,1,558.56,95.9,602.8,95.9,279.28,95.9,0.042,0.025,0.521,0.161
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,30,4,3,1,1,1,843.6,488.7,843.6,488.7,210.9,162.9,0.067,0.07,0.357,0.276
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,30,2,2,0,1,2,558.56,191.8,602.8,191.8,279.28,95.9,0.042,0.02,0.521,0.161
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,29,2,3,-1,1,2,558.56,379.7,602.8,379.7,279.28,126.56666666666668,0.042,0.028,0.521,0.228
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,29,4,5,-1,1,1,843.6,842.5,843.6,842.5,210.9,168.5,0.067,0.116,0.357,0.286
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,28,2,3,-1,1,2,558.56,379.7,602.8,379.7,279.28,126.56666666666668,0.042,0.028,0.521,0.228
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,28,6,5,1,1,1,1043.4,842.5,1043.4,842.5,173.9,168.5,0.1,0.116,0.295,0.286
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,27,8,5,3,1,1,1404.2,842.5,1404.2,842.5,175.525,168.5,0.133,0.116,0.298,0.286
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,27,2,3,-1,1,2,558.56,379.7,602.8,379.7,279.28,126.56666666666668,0.042,0.028,0.521,0.228
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,26,9,5,4,1,1,1683.1,842.5,1683.1,842.5,187.01111111111112,168.5,0.15,0.116,0.317,0.286
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,26,2,3,-1,1,2,558.56,379.7,602.8,379.7,279.28,126.56666666666668,0.042,0.028,0.521,0.228
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,25,10,5,5,1,1,1792.0,842.5,1792.0,842.5,179.2,168.5,0.167,0.116,0.304,0.286
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,25,1,4,-3,1,2,307.9,475.6,307.9,475.6,307.9,118.9,0.023,0.038,0.521,0.21
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,24,11,5,6,1,1,1915.9,842.5,1915.9,842.5,174.1727272727273,168.5,0.183,0.116,0.295,0.286
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,24,2,4,-2,1,2,546.8,475.6,546.8,475.6,273.4,118.9,0.042,0.038,0.51,0.21
2026-06-06,2026-04-04,UDI-BHZ,BHZ-UDI,23,1,3,-2,1,2,307.9,379.7,307.9,379.7,307.9,126.56666666666668,0.023,0.028,0.521,0.228
2026-06-06,2026-04-04,BHZ-UDI,BHZ-UDI,23,11,5,6,1,1,1915.9,842.5,1915.9,842.5,174.1727272727273,168.5,0.183,0.116,0.295,0.286
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,44,9,3,6,4,3,1236.1,206.7,1236.1,206.7,137.34444444444443,68.89999999999999,0.052,0.02,0.262,0.147
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,44,27,14,13,4,4,4329.91,2511.6,5041.3,2511.6,160.36703703703702,179.39999999999995,0.15,0.086,0.296,0.321
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,43,27,17,10,4,4,4329.91,2874.3,5041.3,2874.3,160.36703703703702,169.07647058823528,0.15,0.103,0.296,0.305
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,43,9,3,6,4,3,1236.1,206.7,1236.1,206.7,137.34444444444443,68.89999999999999,0.052,0.02,0.262,0.147
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,42,27,17,10,4,4,4329.91,2874.3,5041.3,2874.3,160.36703703703702,169.07647058823528,0.15,0.103,0.296,0.305
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,42,9,3,6,4,3,1236.1,206.7,1236.1,206.7,137.34444444444443,68.89999999999999,0.052,0.02,0.262,0.147
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,41,29,19,10,4,4,4795.71,3174.1,5507.1,3174.1,165.3693103448276,167.0578947368421,0.162,0.115,0.304,0.303
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,41,9,9,0,4,3,1236.1,913.92,1236.1,942.1,137.34444444444443,101.54666666666667,0.052,0.065,0.262,0.199
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,40,29,19,10,4,4,4795.71,3174.1,5507.1,3174.1,165.3693103448276,167.0578947368421,0.162,0.115,0.304,0.303
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,40,9,9,0,4,3,1236.1,913.92,1236.1,942.1,137.34444444444443,101.54666666666667,0.052,0.065,0.262,0.199
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,39,32,22,10,4,4,5257.41,3491.8,5968.8,3491.8,164.2940625,158.71818181818182,0.178,0.132,0.303,0.29
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,39,9,9,0,4,3,1236.1,913.92,1236.1,942.1,137.34444444444443,101.54666666666667,0.052,0.065,0.262,0.199
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,38,9,10,-1,4,3,1236.1,1116.82,1236.1,1145.0,137.34444444444443,111.68199999999999,0.052,0.072,0.262,0.218
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,38,33,21,12,4,4,5479.31,3515.9,6190.7,3515.9,166.039696969697,167.42380952380952,0.183,0.126,0.306,0.305
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,37,10,10,0,4,3,1393.0,1020.82,1447.0,1049.0,139.3,102.082,0.058,0.072,0.266,0.199
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,37,33,23,10,4,4,5479.31,3918.7,6190.7,3918.7,166.039696969697,170.37826086956522,0.183,0.139,0.306,0.309
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,36,33,23,10,4,4,5479.31,3918.7,6190.7,3918.7,166.039696969697,170.3782608695652,0.183,0.139,0.306,0.309
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,36,10,10,0,4,3,1393.0,1020.82,1447.0,1049.0,139.3,102.082,0.058,0.072,0.266,0.199
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,35,10,10,0,4,3,1393.0,1020.82,1447.0,1049.0,139.3,102.082,0.058,0.072,0.266,0.199
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,35,33,23,10,4,4,5479.31,3918.7,6190.7,3918.7,166.039696969697,170.37826086956522,0.183,0.139,0.306,0.309
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,34,10,12,-2,4,3,1393.0,1182.62,1447.0,1210.8,139.3,98.55166666666668,0.058,0.089,0.266,0.188
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,34,35,29,6,4,4,5747.11,5124.1,6458.5,5124.1,164.20314285714286,176.69310344827585,0.195,0.174,0.302,0.322
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,33,10,13,-3,4,3,1393.0,1259.52,1447.0,1287.7,139.3,96.88615384615385,0.058,0.097,0.266,0.184
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,33,35,30,5,4,4,5747.11,5244.0,6458.5,5244.0,164.20314285714286,174.79999999999998,0.195,0.18,0.302,0.319
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,32,40,37,3,4,4,6493.12,6341.3,7226.0,6341.3,162.328,171.38648648648646,0.225,0.224,0.296,0.31
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,32,11,13,-2,4,3,1499.9,1259.52,1553.9,1287.7,136.35454545454547,96.88615384615385,0.064,0.097,0.26,0.184
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,31,42,41,1,4,4,6866.12,6820.9,7599.8,6820.9,163.47904761904763,166.36341463414632,0.236,0.249,0.299,0.301
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,31,9,13,-4,4,3,1182.1,1259.52,1236.1,1287.7,131.34444444444443,96.88615384615385,0.052,0.097,0.251,0.184
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,30,11,13,-2,4,3,1417.9,1259.52,1471.9,1287.7,128.9,96.88615384615385,0.063,0.097,0.247,0.184
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,30,43,43,0,4,4,7045.02,7174.7,7778.7,7174.7,163.83767441860465,166.853488372093,0.241,0.26,0.299,0.302
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,29,9,13,-4,4,3,1182.1,1350.52,1236.1,1378.7,131.34444444444443,103.88615384615385,0.052,0.096,0.251,0.198
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,29,42,43,-1,4,4,6866.12,7174.7,7599.8,7174.7,163.47904761904763,166.853488372093,0.236,0.26,0.299,0.302
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,28,9,16,-7,4,3,1182.1,1599.44,1236.1,1645.4,131.34444444444443,99.965,0.052,0.122,0.251,0.185
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,28,44,47,-3,4,4,7159.92,7674.3,7893.6,7674.3,162.72545454545454,163.28297872340423,0.246,0.284,0.298,0.296
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,27,47,51,-4,4,4,7651.62,8249.9,8385.3,8249.9,162.8004255319149,161.7627450980392,0.263,0.309,0.298,0.292
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,27,12,21,-9,4,3,1498.8,1956.77,1552.8,2134.9,124.90000000000002,93.17952380952381,0.069,0.163,0.239,0.17
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,26,50,56,-6,4,4,8220.32,9517.02,8954.0,9583.4,164.4064,169.9467857142857,0.279,0.339,0.302,0.307
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,26,14,21,-7,4,3,1734.6,1956.77,1788.6,2134.9,123.9,93.17952380952381,0.081,0.163,0.237,0.17
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,25,50,63,-13,4,4,8301.32,10852.32,9035.0,10918.7,166.0264,172.2590476190476,0.278,0.38,0.306,0.313
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,25,16,22,-6,4,3,2124.4,2049.67,2178.4,2227.8,132.775,93.16681818181819,0.092,0.171,0.254,0.169
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,24,52,67,-15,4,4,8731.12,11586.34,9464.8,11697.3,167.90615384615387,172.93044776119405,0.289,0.406,0.31,0.313
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,24,26,23,3,4,3,3625.4,2191.57,3679.4,2369.7,139.43846153846155,95.28565217391304,0.15,0.179,0.267,0.173
2026-06-06,2026-04-04,VIX-BHZ,BHZ-VIX,23,52,70,-18,4,4,8731.12,12197.04,9464.8,12308.0,167.90615384615387,174.24342857142855,0.289,0.424,0.31,0.315
2026-06-06,2026-04-04,BHZ-VIX,BHZ-VIX,23,26,23,3,4,3,3625.4,2191.57,3679.4,2369.7,139.43846153846155,95.28565217391304,0.15,0.179,0.267,0.173
2026-06-06,2026-04-04,MAN-BOA,BOA-MAN,44,2,1,1,1,1,214.02,95.9,237.8,95.9,107.01,95.9,0.048,0.023,0.138,0.124
2026-06-06,2026-04-04,MAN-BOA,BOA-MAN,43,2,1,1,1,1,214.02,95.9,237.8,95.9,107.01,95.9,0.048,0.023,0.138,0.124
2026-06-06,2026-04-04,MAN-BOA,BOA-MAN,42,2,1,1,1,1,214.02,95.9,237.8,95.9,107.01,95.9,0.048,0.023,0.138,0.124
